,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1,X,LAT,LON,idx,NBR_LIST,NBR_COUNT,NBR_MATCH,latcut,loncut,Bin,CALL_LIST,BLIGHT_LIST,CRIME_LIST
969,969,172083,172083,172084,42.3000296998,-83.1329158745,172084,[4470],1,True,2.0,4.0,24,[],"['Bulk solid waste deposited more than 24 hours before designated time', 'Failure of owner to keep property, its sidewalks, or adjoining public property free from solid waste', 'Failure of owner to keep property, its sidewalks, or adjoining public property free from solid waste', 'Inoperable motor vehicle(s) one- or two-family dwelling or commercial building']",[]
970,970,244992,244992,244993,42.425731326,-83.091987613,244993,[],0,False,9.0,6.0,96,[],[],[]
971,971,134889,134889,134889,42.3028726915,-83.1312263806,134889,[2539],1,True,2.0,4.0,24,[],"['Bulk solid waste deposited more than 24 hours before designated time', 'Failure of owner to obtain certificate of compliance', 'Failure to obtain certificate of registration for rental property', 'Failure of owner to obtain certificate of compliance', 'Failure to obtain certificate of registration for rental property', 'Allowing bulk solid waste to lie or accumulate on or about the premises']",[]
972,972,57727,57727,57726,42.4126923316,-83.0675731683,57726,[2707],1,True,9.0,6.0,96,[],"['Excessive weeds or plant growth one- or two-family dwelling or commercial Building', 'Allowing bulk solid waste to lie or accumulate on or about the premises', 'Failure of owner to keep property, its sidewalks, or adjoining public property free from solid, medical or hazardous waste', 'Defective or no building identification one- or two-family dwelling or commercial building']",[]
973,973,20291,20291,20290,42.3567124285,-82.9974692748,20290,[],0,False,6.0,8.0,68,[],[],[]
974,974,346271,346271,346273,42.367244611,-83.2127567312,346273,[],0,False,6.0,2.0,62,[],[],"['STOLEN VEHICLE', 'TRAFFIC VIOLATIONS-MOTORCYCLE VIOLATIONS']"
975,975,345215,345215,345217,42.4331467105,-83.0190243504,345217,[6808],1,True,,8.0,NA8,[],[],['FRAUD']
976,976,144290,144290,144290,42.4337104226,-83.1820983417,144290,[],0,False,,3.0,NA3,[],[],['STOLEN VEHICLE']
977,977,135345,135345,135345,42.4172732966,-82.9707951331,135345,[5024],1,True,9.0,9.0,99,['Running Water in a Home or Building'],"['Failure to obtain certificate of registration for rental property', 'Failure of owner to obtain certificate of compliance', 'Failure of owner to obtain certificate of compliance', 'Failure to obtain certificate of registration for rental property', 'Fail to comply with an Emergency or imminent danger order concerining an unsafe or unsanitary structure or unlawful occupancy (1 or 2 family dwelling)', 'Failure to obtain certificate of registration for rental property', 'Failure of owner to obtain certificate of compliance']",[]
978,978,277784,277784,277786,42.4419553833,-83.1675253922,277786,[],0,False,,4.0,NA4,[],[],[]
979,979,45235,45235,45234,42.4326192547,-83.0519742465,45234,[],0,False,,7.0,NA7,[],[],['STOLEN VEHICLE']
980,980,70027,70027,70027,42.4270923339,-83.1010830876,70027,"[3076, 3553]",2,True,9.0,5.0,95,[],"['Failure of owner to obtain certificate of compliance', 'Failure to obtain certificate of registration for rental property', 'Failure of owner to obtain certificate of compliance', 'Improper placement of Courville container between collections']",[]
981,981,49352,49352,49351,42.4172764262,-83.1539274182,49351,[2484],1,True,9.0,4.0,94,[],[],"['ASSAULT', 'LARCENY']"
982,982,328319,328319,328321,42.357969647,-83.2280771912,328321,[],0,False,6.0,2.0,62,[],[],[]
983,983,156034,156034,156034,42.4048649884,-83.1806118317,156034,[],0,False,8.0,3.0,83,[],[],[]
984,984,169421,169421,169422,42.4094723379,-83.0652356704,169422,[111],1,True,8.0,6.0,86,[],"['Failure of owner to obtain certificate of compliance', 'Failure to obtain certificate of registration for rental property']",[]
985,985,81079,81079,81079,42.4090295237,-83.2178617255,81079,[],0,False,8.0,2.0,82,[],[],[]
986,986,261407,261407,261409,42.4132438955,-83.1208715123,261409,[6487],1,True,9.0,5.0,95,[],"['Excessive weeds or plant growth one- or two-family dwelling or commercial Building', 'Failure of owner to keep property, its sidewalks, or adjoining public property free from solid waste']",[]
987,987,27636,27636,27635,42.370363507,-83.1207584693,27635,[2933],1,True,6.0,5.0,65,[],[],[]
988,988,243390,243390,243391,42.3328945985,-83.1138294469,243391,[3630],1,True,4.0,5.0,45,[],"['Failure of owner to obtain certificate of compliance', 'Failure of owner to obtain certificate of compliance', 'Failure of owner to obtain certificate of compliance', 'Failure to obtain certificate of registration for rental property', 'Failure of owner to obtain certificate of compliance', 'Failure to obtain certificate of registration for rental property', 'Failure of owner to obtain certificate of compliance', 'Failure of owner to obtain certificate of compliance']",['BURGLARY']
989,989,8865,8865,8864,42.4205130289,-83.2592426244,8864,[],0,False,9.0,1.0,91,[],[],[]
990,990,25790,25790,25789,42.3639570775,-83.173107331,25789,[],0,False,6.0,3.0,63,[],[],[]
991,991,344708,344708,344710,42.3432775486,-83.089629515,344710,[3521],1,True,5.0,6.0,56,[],[],[]
992,992,205682,205682,205683,42.3618460339,-82.9423122548,205683,[],0,False,6.0,,6NA,[],[],[]
993,993,80982,80982,80982,42.4233759718,-83.2018247771,80982,[],0,False,9.0,3.0,93,[],[],['ASSAULT']
994,994,13914,13914,13913,42.3820064886,-83.1315134522,13913,[],0,False,7.0,5.0,75,[],[],['STOLEN VEHICLE']
995,995,262510,262510,262512,42.3722115434,-83.1595858704,262512,[1535],1,True,6.0,4.0,64,['Running Water in a Home or Building'],"['Failure of owner to obtain certificate of compliance', 'Failure to obtain certificate of registration for rental property', 'Failure of owner to obtain certificate of compliance', 'Failure to obtain certificate of registration for rental property', 'Failure of owner to obtain certificate of compliance', 'Failure of owner to obtain certificate of compliance', 'Failure to obtain certificate of registration for rental property', 'Failed to obtain the required Certificate of registration for Vacant Building', 'Failure of owner to obtain certificate of compliance']",[]
996,996,127476,127476,127476,42.3634720083,-83.1043235042,127476,[],0,False,6.0,5.0,65,[],[],[]
997,997,350166,350166,350168,42.352957469,-83.0353691596,350168,[3939],1,True,5.0,7.0,57,[],[],[]
998,998,269972,269972,269974,42.3826329199,-83.0706651163,269974,[1883],1,True,7.0,6.0,76,[],[],[]
999,999,17018,17018,17017,42.4033343419,-82.9700011094,17017,[],0,False,8.0,9.0,89,[],[],[]
1000,1000,153560,153560,153560,42.3632265222,-83.1170329713,153560,[],0,False,6.0,5.0,65,[],[],['ASSAULT']
1001,1001,63012,63012,63012,42.4407576877,-82.987359037,63012,"[3053, 3680]",2,True,,9.0,NA9,[],"['Failure of owner to obtain certificate of compliance', 'Failure to obtain certificate of registration for rental property']","['ASSAULT', 'TRAFFIC VIOLATIONS-MOTORCYCLE VIOLATIONS', 'AGGRAVATED ASSAULT', 'TRAFFIC VIOLATIONS-MOTORCYCLE VIOLATIONS', 'TRAFFIC VIOLATIONS-MOTORCYCLE VIOLATIONS', 'ASSAULT']"
1002,1002,317746,317746,317748,42.3240676126,-83.1030144617,317748,"[5490, 6159]",2,True,3.0,5.0,35,[],"['Failure of owner to obtain certificate of compliance', 'Failure to obtain certificate of registration for rental property']",[]
1003,1003,380658,380658,380660,42.3073541766,-83.1273333923,380660,[5573],1,True,2.0,5.0,25,[],"['Failure of owner to obtain certificate of compliance', 'Failure of owner to obtain certificate of compliance', 'Failure of owner to keep property, its sidewalks, or adjoining public property free from solid waste']",['TRAFFIC VIOLATIONS-MOTORCYCLE VIOLATIONS']
1004,1004,336610,336610,336612,42.4220563279,-82.9484203414,336612,[],0,False,9.0,,9NA,[],[],['TRAFFIC VIOLATIONS-MOTORCYCLE VIOLATIONS']
1005,1005,29896,29896,29895,42.433076715,-83.0226523383,29895,[4937],1,True,,8.0,NA8,[],[],[]
1006,1006,148415,148415,148415,42.4414367117,-82.9747261513,148415,[456],1,True,,9.0,NA9,[],"['Failure to obtain certificate of registration for rental property', 'Failure to obtain certificate of registration for rental property']",[]
1007,1007,33890,33890,33889,42.3913074543,-83.1221494868,33889,[2616],1,True,8.0,5.0,85,[],[],[]
1008,1008,52202,52202,52201,42.4075392992,-83.0284902745,52201,[],0,False,8.0,7.0,87,[],[],[]
1009,1009,358255,358255,358257,42.4353284849,-83.2320601864,358257,[],0,False,,2.0,NA2,[],[],['ASSAULT']
1010,1010,232091,232091,232092,42.3451865108,-83.0548411,232092,[3459],1,True,5.0,7.0,57,"['Traffic Sign Issue', 'Street Light Pole Down']",[],['ROBBERY']
1011,1011,54347,54347,54346,42.4093738387,-83.06550417,54346,"[6794, 6795]",2,True,8.0,6.0,86,[],[],[]
1012,1012,24627,24627,24626,42.4122567721,-83.0175893155,24626,[],0,False,9.0,8.0,98,[],[],[]
1013,1013,335445,335445,335447,42.4407441864,-82.9879605325,335447,[5013],1,True,,9.0,NA9,[],[],[]
1014,1014,227489,227489,227490,42.3721184735,-83.0932520426,227490,[],0,False,7.0,6.0,76,[],[],[]
1015,1015,97096,97096,97096,42.3626720043,-82.9545186527,97096,[],0,False,6.0,9.0,69,[],[],['TRAFFIC VIOLATIONS-MOTORCYCLE VIOLATIONS']
1016,1016,13457,13457,13456,42.431681959,-83.2066557651,13456,[],0,False,,3.0,NA3,[],[],['STOLEN VEHICLE']
1017,1017,148847,148847,148847,42.4012544708,-83.158225894,148847,[6422],1,True,8.0,4.0,84,[],"['Bulk solid waste deposited more than 24 hours before designated time', 'Excessive weeds or plant growth one- or two-family dwelling or commercial Building', 'Excessive weeds or plant growth one- or two-family dwelling or commercial Building', 'Excessive weeds or plant growth one- or two-family dwelling or commercial Building', 'Rodent harborage one-or two-family dwelling or commercial building', 'Allowing bulk solid waste to lie or accumulate on or about the premises', 'Excessive weeds or plant growth one- or two-family dwelling or commercial Building']",[]
1018,1018,56214,56214,56213,42.3361076105,-83.1360413998,56213,[],0,False,5.0,5.0,55,[],[],[]
1019,1019,14499,14499,14498,42.4097548442,-83.0710506544,14498,[215],1,True,8.0,6.0,86,[],[],[]
1020,1020,141494,141494,141494,42.4136293138,-82.9680491496,141494,[1504],1,True,9.0,9.0,99,[],"['Excessive weeds or plant growth one- or two-family dwelling or commercial Building', 'Excessive weeds or plant growth one- or two-family dwelling or commercial Building']",[]
1021,1021,280327,280327,280329,42.4099273394,-83.0673916653,280329,"[4719, 4720]",2,True,8.0,6.0,86,[],[],[]
1022,1022,317708,317708,317710,42.4120348494,-82.9535307731,317710,[4805],1,True,9.0,,9NA,[],"['Failure of owner to keep property, its sidewalks, or adjoining public property free from solid waste', 'Excessive weeds or plant growth one- or two-family dwelling or commercial Building', 'Failure of owner to obtain certificate of compliance', 'Failure to obtain certificate of registration for rental property', 'Failure to obtain certificate of registration for rental property', 'Failure of owner to obtain certificate of compliance', 'Unlawful occupation of rental property without lead clearance - one or two-family dwelling', 'Fail to comply with an Emergency or imminent danger order concerining an unsafe or unsanitary structure or unlawful occupancy (1 or 2 family dwelling)', 'Allowing bulk solid waste to lie or accumulate on or about the premises']",[]
1023,1023,57293,57293,57292,42.3814493543,-83.0074652841,57292,[],0,False,7.0,8.0,78,[],[],[]
1024,1024,121426,121426,121426,42.3564209294,-82.997263276,121426,[1911],1,True,5.0,8.0,58,[],[],['ASSAULT']
1025,1025,127247,127247,127247,42.412780984,-83.1922158015,127247,[],0,False,9.0,3.0,93,[],[],[]
1026,1026,355683,355683,355685,42.3068741771,-83.1264478937,355685,[6993],1,True,2.0,5.0,25,['Illegal Dumping / Illegal Dump Sites'],"['Failure of owner to obtain certificate of compliance', 'Failure of owner to obtain certificate of compliance', 'Failure to obtain certificate of registration for rental property', 'Failure of owner to obtain certificate of compliance', 'Failure to obtain certificate of registration for rental property', 'Allowing bulk solid waste to lie or accumulate on or about the premises', 'Failure to obtain certificate of registration for rental property', 'Failure of owner to obtain certificate of compliance']",[]
1027,1027,148,148,147,42.3687946308,-83.2352686743,147,[],0,False,6.0,2.0,62,[],[],['LARCENY']
1028,1028,203755,203755,203756,42.4172757805,-82.9783815669,203756,[4313],1,True,9.0,9.0,99,[],"['Failure of owner to obtain certificate of compliance', 'Failure of owner to obtain certificate of compliance', 'Failure of owner of one- or two-family dwelling to comply with an emergency or imminent danger order concerining an unsafe or unsanitary structure or unlawful occupancy', 'Failure of owner of one- or two-family dwelling to comply with an emergency or imminent danger order concerining an unsafe or unsanitary structure or unlawful occupancy']",[]
1029,1029,351183,351183,351185,42.3366925336,-83.0530560906,351185,[3430],1,True,4.0,7.0,47,[],"['Failure of owner to obtain certificate of compliance', 'Failure of owner to obtain certificate of compliance', 'Failure of owner to obtain certificate of compliance', 'Failure of owner to obtain certificate of compliance', 'Failure of owner to obtain certificate of compliance', 'Failure of owner to obtain certificate of compliance', 'Failure of owner to obtain certificate of compliance', 'Failure of owner of a building with five (5) or more stories to comply with an emergency or imminent danger order concerning an unsafe or unsanitary structure or unlawful occupancy', 'Failure of owner of a building with five (5) or more stories to comply with an emergency or imminent danger order concerning an unsafe or unsanitary structure or unlawful occupancy', 'Defective door, skylight, or window frame(s) one- or two-family dwelling or commercial building', 'Defective glazing one- or two-family dwelling or commercial building', 'Graffiti or defacement on exterior surface of one- or two-family dwelling or commercial building', 'Failure of owner to obtain certificate of compliance', 'Graffiti or defacement on exterior surface of one- or two-family dwelling or commercial building', 'Defective exterior wall(s) one- or two-family dwelling or commercial building', 'Failure of owner to obtain certificate of compliance', 'Failure to maintain overhang extension(s) one- or two-family dwelling or commercial building', 'Failure of owner of one- or two-family dwelling to comply with an emergency or imminent danger order concerining an unsafe or unsanitary structure or unlawful occupancy', 'Failure of owner to obtain certificate of compliance', 'Failure to maintain a vacant building or structure in accordance with the requirements of Section 9-1-113 of the Detroit City Code: (1) - (12) (One or Two Family dwelling)']",['STOLEN VEHICLE']
1030,1030,332522,332522,332524,42.4356719215,-83.1850968333,332524,[],0,False,,3.0,NA3,[],[],"['LARCENY', 'TRAFFIC VIOLATIONS-MOTORCYCLE VIOLATIONS']"
1031,1031,205430,205430,205431,42.3508054429,-83.0019577363,205431,[],0,False,6.0,8.0,68,[],[],[]
1032,1032,373099,373099,373101,42.4407448454,-83.1371514879,373101,[],0,False,,5.0,NA5,[],[],[]
1033,1033,360188,360188,360190,42.4316343268,-83.1048900807,360190,[7113],1,True,,5.0,NA5,[],[],[]
1034,1034,36700,36700,36699,42.3972578268,-83.0257047639,36699,[1433],1,True,8.0,8.0,88,[],[],[]
1035,1035,11862,11862,11861,42.3748821208,-83.2379986669,11861,[],0,False,7.0,2.0,72,[],[],[]
1036,1036,46709,46709,46708,42.4207812412,-82.9917824563,46708,[6569],1,True,9.0,8.0,98,[],"['Failure of owner to obtain certificate of compliance', 'Failure of owner to obtain certificate of compliance', 'Failure of owner to obtain certificate of compliance', 'Failure of owner of one- or two-family dwelling to comply with an emergency or imminent danger order concerining an unsafe or unsanitary structure or unlawful occupancy', 'Failure of owner to obtain certificate of compliance', 'Failure of owner of one- or two-family dwelling to comply with an emergency or imminent danger order concerining an unsafe or unsanitary structure or unlawful occupancy']",['TRAFFIC VIOLATIONS-MOTORCYCLE VIOLATIONS']
1037,1037,132661,132661,132661,42.415767944,-83.1654328833,132661,[],0,False,9.0,4.0,94,['Tree Issue'],[],['FRAUD']
1038,1038,320569,320569,320571,42.3654641082,-83.2062737473,320571,[],0,False,6.0,3.0,63,[],[],['TRAFFIC VIOLATIONS-MOTORCYCLE VIOLATIONS']
1039,1039,230100,230100,230101,42.44147668,-82.9899445161,230101,[462],1,True,,9.0,NA9,[],"['Failure of owner to obtain certificate of compliance', 'Failure of owner to obtain certificate of compliance', 'Failure to obtain certificate of registration for rental property', 'Failure of owner to keep property, its sidewalks, or adjoining public property free from solid waste', 'Failure of owner to obtain certificate of compliance']",[]
1040,1040,154482,154482,154482,42.4227432532,-82.9832350361,154482,"[5860, 5863]",2,True,9.0,9.0,99,[],"['Failure of owner to obtain certificate of compliance', 'Failure to obtain certificate of registration for rental property', 'Failure of owner to obtain certificate of compliance', 'Failure to obtain certificate of registration for rental property']",[]
1041,1041,183832,183832,183833,42.3697145436,-83.1539648829,183833,[4458],1,True,6.0,4.0,64,['Abandoned Vehicle'],"['Failure of owner to keep property, its sidewalks, or adjoining public property free from solid waste']",['DAMAGE TO PROPERTY']
1042,1042,362648,362648,362650,42.3840118392,-83.0011358058,362650,[],0,False,7.0,8.0,78,['Tree Issue'],[],[]
1043,1043,34711,34711,34710,42.4139712786,-82.9841735086,34710,[],0,False,9.0,9.0,99,[],[],[]
1044,1044,336077,336077,336079,42.4451562948,-83.1079955862,336079,[],0,False,,5.0,NA5,[],[],['DAMAGE TO PROPERTY']
1045,1045,3090,3090,3089,42.4418057059,-82.9770641314,3089,[4277],1,True,,9.0,NA9,[],"['Failure of owner to obtain certificate of compliance', 'Failure to obtain certificate of registration for rental property', 'Failure to obtain certificate of registration for rental property', 'Failure of owner to obtain certificate of compliance']",[]
1046,1046,217460,217460,217461,42.4060189712,-83.1688043669,217461,[],0,False,8.0,4.0,84,[],[],"['BURGLARY', 'FRAUD']"
1047,1047,35624,35624,35623,42.2999086956,-83.1270248859,35623,[1867],1,True,1.0,5.0,15,['Tree Issue'],"['Failure of owner to obtain certificate of compliance', 'Failure to obtain certificate of registration for rental property']",[]
1048,1048,290704,290704,290706,42.4315738329,-83.1093820668,290706,[5651],1,True,,5.0,NA5,[],[],[]
1049,1049,81848,81848,81848,42.3825946078,-83.24059966,81848,[3643],1,True,7.0,1.0,71,[],"['Failure of owner to obtain certificate of compliance', 'Failure to obtain certificate of registration for rental property', 'Failure of owner to obtain certificate of compliance', 'Failure of owner to keep property, its sidewalks, or adjoining public property free from solid waste', 'Failure of owner to obtain certificate of compliance', 'Failure to obtain certificate of registration for rental property', 'Failure to obtain certificate of registration for rental property', 'Failure of owner to obtain certificate of compliance', 'Failure to obtain certificate of registration for rental property', 'Failure of owner to obtain certificate of compliance', 'Failure of owner to obtain certificate of compliance', 'Failure to obtain certificate of registration for rental property']",[]
1050,1050,214473,214473,214474,42.3438146727,-83.2228532025,214474,[],0,False,5.0,2.0,52,[],[],[]
1051,1051,174842,174842,174843,42.3780160369,-83.1662603571,174843,[6412],1,True,6.0,4.0,64,[],"['Failure of owner to obtain certificate of compliance', 'Failure to obtain certificate of registration for rental property', 'Failure of owner to obtain certificate of compliance', 'Failure of owner to obtain certificate of compliance', 'Failure to obtain certificate of registration for rental property', 'Failure to obtain certificate of registration for rental property', 'Failure of owner to obtain certificate of compliance']",[]
1052,1052,83367,83367,83367,42.4267687975,-83.071980676,83367,[],0,False,9.0,6.0,96,[],[],[]
1053,1053,8993,8993,8992,42.3628655157,-83.1096479902,8992,[],0,False,6.0,5.0,65,[],[],[]
1054,1054,178138,178138,178139,42.3608354236,-83.0134602283,178139,"[4850, 4857]",2,True,6.0,8.0,68,[],"['Failure of owner to keep property, its sidewalks, or adjoining public property free from solid waste', 'Excessive weeds or plant growth one- or two-family dwelling or commercial Building', 'Failure of owner to keep property, its sidewalks, or adjoining public property free from solid waste', 'Excessive weeds or plant growth one- or two-family dwelling or commercial Building', 'Failure of owner to obtain certificate of compliance', 'Failure to obtain certificate of registration for rental property', 'Failure of owner to obtain certificate of compliance', 'Failure to obtain certificate of registration for rental property', 'Failure of owner to keep property, its sidewalks, or adjoining public property free from solid waste', 'Failure of owner to obtain certificate of compliance', 'Failure to obtain certificate of registration for rental property', 'Failure of owner to obtain certificate of compliance', 'Failure to obtain certificate of registration for rental property', 'Failure of owner to keep property, its sidewalks, or adjoining public property free from solid, medical or hazardous waste']",[]
1055,1055,102351,102351,102351,42.3450755107,-83.0549230999,102351,[3459],1,True,5.0,7.0,57,[],[],"['ROBBERY', 'ASSAULT']"
1056,1056,224390,224390,224391,42.3673704126,-82.989595864,224391,"[1976, 1978]",2,True,6.0,9.0,69,[],[],[]
1057,1057,89566,89566,89566,42.3909669547,-83.1219079872,89566,[6540],1,True,8.0,5.0,85,[],"['Failure of owner to keep property, its sidewalks, or adjoining public property free from solid waste', 'Failure of owner to comply with an emergency or imminent danger order of one- or two-family dwelling or building']",[]
1058,1058,7359,7359,7358,42.407448842,-83.0640861713,7358,[200],1,True,8.0,6.0,86,[],[],[]
1059,1059,207405,207405,207406,42.3209985995,-83.0776260125,207406,"[6773, 6774, 6775]",3,True,3.0,6.0,36,[],[],['DAMAGE TO PROPERTY']
1060,1060,301563,301563,301565,42.3009711892,-83.122222896,301565,[5627],1,True,2.0,5.0,25,[],"['Failure of owner to keep property, its sidewalks, or adjoining public property free from solid waste', 'Failure of owner to keep property, its sidewalks, or adjoining public property free from solid waste']",[]
1061,1061,118192,118192,118192,42.429700945,-83.1921533089,118192,[],0,False,9.0,3.0,93,[],[],[]
1062,1062,322220,322220,322222,42.4304093277,-83.1029980853,322222,[5514],1,True,,5.0,NA5,[],"['Failure of owner to obtain certificate of compliance', 'Failure to obtain certificate of registration for rental property', 'Failure of owner to obtain certificate of compliance', 'Failure to obtain certificate of registration for rental property', 'Failure of owner to obtain certificate of compliance']",['OBSTRUCTING JUDICIARY']
1063,1063,274353,274353,274355,42.4303467475,-82.9745101293,274355,[5382],1,True,,9.0,NA9,[],[],[]
1064,1064,250836,250836,250837,42.4318513145,-83.0959911087,250837,[3129],1,True,,6.0,NA6,[],[],"['TRAFFIC VIOLATIONS-DRIVING ON SUSPENDED', 'LARCENY']"
1065,1065,105645,105645,105645,42.3255811219,-83.118492429,105645,[302],1,True,3.0,5.0,35,[],[],['ARSON']
1066,1066,208768,208768,208769,42.3957088504,-83.0422762144,208769,[1796],1,True,8.0,7.0,87,[],[],[]
1067,1067,39395,39395,39394,42.3060006705,-83.1149909163,39394,[],0,False,3.0,5.0,35,[],[],['DANGEROUS DRUGS']
1068,1068,63882,63882,63882,42.4299972475,-82.9749746248,63882,"[5357, 5358]",2,True,9.0,9.0,99,[],[],[]
1069,1069,5012,5012,5011,42.3051961848,-83.1310503823,5011,[4495],1,True,2.0,4.0,24,[],['Rodent harborage one-or two-family dwelling or commercial building'],[]
1070,1070,9000,9000,8999,42.3436500627,-83.105730478,8999,[],0,False,5.0,5.0,55,[],[],[]
1071,1071,179254,179254,179255,42.4082599301,-82.9211195477,179255,[],0,False,8.0,,8NA,[],[],[]
1072,1072,82375,82375,82375,42.3735304073,-83.0345326972,82375,[4858],1,True,6.0,7.0,67,[],[],['ASSAULT']
1073,1073,205547,205547,205548,42.422482353,-82.935933952,205548,[],0,False,9.0,,9NA,[],[],['BURGLARY']
1074,1074,100917,100917,100917,42.3352136249,-83.1498543676,100917,[2211],1,True,4.0,4.0,44,[],['Excessive weeds or plant growth one- or two-family dwelling or commercial Building'],[]
1075,1075,30918,30918,30917,42.3857610914,-83.2323271823,30917,[],0,False,7.0,2.0,72,[],[],[]
1076,1076,188356,188356,188357,42.3696644025,-82.9908473577,188357,[1737],1,True,6.0,8.0,68,[],['Excessive weeds or plant growth one- or two-family dwelling or commercial Building'],['TRAFFIC VIOLATIONS-MOTORCYCLE VIOLATIONS']
1077,1077,336965,336965,336967,42.4134727657,-82.9908804495,336967,[],0,False,9.0,8.0,98,[],[],[]
1078,1078,169540,169540,169541,42.3689060436,-83.1522468872,169541,[],0,False,6.0,4.0,64,[],[],[]
1079,1079,82815,82815,82815,42.4332274524,-83.2039902739,82815,[],0,False,,3.0,NA3,[],[],[]
1080,1080,22359,22359,22358,42.4399962081,-83.0327773193,22358,[],0,False,,7.0,NA7,[],[],['ASSAULT']
1081,1081,185436,185436,185437,42.3076716755,-83.1264968945,185437,[4510],1,True,2.0,5.0,25,['Manhole Cover Issue'],"['Failure of owner to obtain certificate of compliance', 'Failure of owner to obtain certificate of compliance', 'Failure to obtain certificate of registration for rental property', 'Failure of owner to obtain certificate of compliance', 'Failure to obtain certificate of registration for rental property', 'Failure of owner to obtain certificate of compliance', 'Failure to obtain certificate of registration for rental property', 'Failure of owner to obtain certificate of compliance', 'Failure to obtain certificate of registration for rental property', 'Failure of owner to obtain certificate of compliance', 'Failure to obtain certificate of registration for rental property', 'Failure of owner to obtain certificate of compliance', 'Failure to obtain certificate of registration for rental property']",[]
1082,1082,54289,54289,54288,42.410007274,-83.0141353211,54288,[],0,False,9.0,8.0,98,[],[],[]
1083,1083,34951,34951,34950,42.3633679325,-83.0300021916,34950,[4763],1,True,6.0,7.0,67,[],[],[]
1084,1084,53410,53410,53409,42.3592394471,-82.9852748835,53409,[],0,False,6.0,9.0,69,[],[],['TRAFFIC VIOLATIONS-MOTORCYCLE VIOLATIONS']
1085,1085,318041,318041,318043,42.4288737323,-83.0259713204,318043,[2210],1,True,9.0,8.0,98,[],[],[]
1086,1086,179389,179389,179390,42.2922042081,-83.1165953985,179390,[4622],1,True,1.0,5.0,15,[],[],[]
1087,1087,235837,235837,235838,42.4212519073,-83.1468074426,235838,[],0,False,9.0,4.0,94,[],[],['STOLEN VEHICLE']
1088,1088,27920,27920,27919,42.3791754429,-83.0825860799,27919,[],0,False,7.0,6.0,76,[],[],[]
1089,1089,288297,288297,288299,42.4067899679,-83.1672038725,288299,[],0,False,8.0,4.0,84,[],[],[]
1090,1090,49781,49781,49780,42.4208572402,-82.9918899555,49780,[6569],1,True,9.0,8.0,98,[],"['Failure of owner to obtain certificate of compliance', 'Failure of owner of one- or two-family dwelling to comply with an emergency or imminent danger order concerining an unsafe or unsanitary structure or unlawful occupancy', 'Failure of owner to obtain certificate of compliance', 'Failure to obtain certificate of registration for rental property', 'Failure to obtain certificate of registration for rental property', 'Failure of owner to obtain certificate of compliance']",[]
1091,1091,364430,364430,364432,42.4003204177,-82.9390188728,364432,[],0,False,8.0,,8NA,[],[],['ASSAULT']
1092,1092,349890,349890,349892,42.349256075,-83.1341044157,349892,[],0,False,5.0,5.0,55,[],[],[]
1093,1093,333944,333944,333946,42.3611015297,-83.1191129646,333946,[1963],1,True,6.0,5.0,65,[],[],[]
1094,1094,82637,82637,82637,42.4417647035,-82.9783516203,82637,"[5345, 5347]",2,True,,9.0,NA9,[],[],[]
1095,1095,202957,202957,202958,42.4029374445,-83.1394964484,202958,[],0,False,8.0,5.0,85,[],[],[]
1096,1096,311911,311911,311913,42.376829886,-83.0239857314,311913,[3771],1,True,6.0,8.0,68,[],"['Failure of owner of one- or two-family dwelling to comply with an emergency or imminent danger order concerining an unsafe or unsanitary structure or unlawful occupancy', 'Failure of owner to obtain certificate of compliance', 'Failure of owner of one- or two-family dwelling to comply with an emergency or imminent danger order concerining an unsafe or unsanitary structure or unlawful occupancy', 'Failure of owner to obtain certificate of compliance', 'Failure of owner of one- or two-family dwelling to comply with an emergency or imminent danger order concerining an unsafe or unsanitary structure or unlawful occupancy', 'Failure of owner to obtain certificate of compliance', 'Failure of owner to obtain certificate of compliance', 'Failure of owner to obtain certificate of compliance', 'Failure to obtain certificate of registration for rental property', 'Failure of owner to obtain certificate of compliance', 'Failure to obtain certificate of registration for rental property', 'Failure to obtain certificate of registration for rental property', 'Failure of owner to obtain certificate of compliance', 'Failure of owner to comply with an emergency or imminent danger order of one- or two-family dwelling or building']",[]
1097,1097,183283,183283,183284,42.4472546517,-82.9950229826,183284,[],0,False,,8.0,NA8,['Tree Issue'],[],[]
1098,1098,331065,331065,331067,42.4151855385,-83.2606856228,331067,"[5889, 6145, 6147]",3,True,9.0,1.0,91,[],[],[]
1099,1099,134204,134204,134204,42.3940448538,-83.0408252156,134204,"[3909, 3910]",2,True,8.0,7.0,87,[],[],[]
1100,1100,66218,66218,66218,42.4247084565,-83.1919533082,66218,[],0,False,9.0,3.0,93,[],[],[]
1101,1101,164262,164262,164263,42.4258753432,-83.1057385716,164263,"[3079, 3703]",2,True,9.0,5.0,95,[],[],[]
1102,1102,319204,319204,319206,42.3918878343,-83.0182697744,319206,[],0,False,8.0,8.0,88,[],[],[]
1103,1103,163106,163106,163107,42.3766569749,-82.9475917438,163107,[],0,False,7.0,,7NA,[],[],[]
1104,1104,164212,164212,164213,42.390583957,-83.1229529835,164213,[5395],1,True,8.0,5.0,85,[],"['Failure to obtain certificate of registration for rental property', 'Failure of owner to obtain certificate of compliance', 'Failure of owner to keep property, its sidewalks, or adjoining public property free from solid waste']",[]
